date,regime,score,pnl,cost,funding,r_ls_gross,r_ls_net,alt_turnover,major_turnover,alt_gross,major_gross,total_gross
2024-09-10,BALANCED,0.42624196886328747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-11,BALANCED,0.27115518638989045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12,BALANCED,-0.02710001075150381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,BALANCED,0.2388491939560285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-14,BALANCED,0.2860515166939732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-15,BALANCED,-0.1359455646691884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,BALANCED,-0.18642130022012293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,BALANCED,-0.15282728348813285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18,BALANCED,0.2998754210264054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,BALANCED,0.14444362821294135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,BALANCED,0.19236358698083264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21,BALANCED,-0.0034525534314699437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-22,BALANCED,-0.20779614062676016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,BALANCED,-0.40245955659012683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24,BALANCED,-0.3733565707944104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-25,BALANCED,-0.33893164659650576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,WEAK_RISK_ON_ALTS,-0.6256129026468252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-27,WEAK_RISK_ON_ALTS,-0.26100906310589544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-28,WEAK_RISK_ON_ALTS,-0.3491225663041858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-29,WEAK_RISK_ON_ALTS,-0.6058644995665817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,WEAK_RISK_ON_ALTS,-0.25366528143226424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,WEAK_RISK_ON_ALTS,-0.5116777540162258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02,WEAK_RISK_ON_ALTS,-0.5241796106858011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03,WEAK_RISK_ON_ALTS,-0.3599510698337276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-04,WEAK_RISK_ON_ALTS,-0.3030259577201596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-05,BALANCED,0.10194468586741229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-06,BALANCED,-0.3378985494055683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,BALANCED,0.002580430171515505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,BALANCED,-0.3345152227793315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,BALANCED,-0.36297853000273295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,BALANCED,-0.2248296282429446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-11,BALANCED,-0.11670623370452272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-12,BALANCED,-0.224089683132347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-13,BALANCED,-0.3150137246227975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,BALANCED,-0.23862269734115127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,BALANCED,-0.28029459839573756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,BALANCED,-0.2722803222725705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-17,BALANCED,-0.45921029299978533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-18,BALANCED,-0.3108007148189633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-19,BALANCED,0.07903923006020125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-20,BALANCED,0.036747554596079784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,BALANCED,0.006728476050295973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,BALANCED,-0.3220500076331407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,BALANCED,-0.037231266574852456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,BALANCED,-0.1415589839852515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,WEAK_RISK_ON_MAJORS,1.2770911382295531,0.0,0.0007108364552918212,0.0,0.0,-0.0007108364552918212,0.35541822764591063,0.35541822764591063,0.35541822764591063,0.35541822764591063,0.7108364552918213
2024-10-26,WEAK_RISK_ON_MAJORS,0.1258843108488234,0.01669324145789132,0.00031083645529182127,0.008958298656903795,0.01669324145789132,0.0074241063456957045,0.15541822764591062,0.15541822764591062,0.20000000000000004,0.2,0.4
2024-10-27,WEAK_RISK_ON_MAJORS,0.47821737527353564,-0.002868156023571764,0.0,0.0034944,-0.002868156023571764,-0.0063625560235717644,0.0,0.0,0.20000000000000004,0.2,0.4
2024-10-28,WEAK_RISK_ON_MAJORS,0.3650211253431653,0.0007739658306532937,0.0,0.003585420000000001,0.0007739658306532937,-0.0028114541693467074,0.0,0.0,0.20000000000000004,0.2,0.4
2024-10-29,WEAK_RISK_ON_MAJORS,0.41710597591121257,0.003920414209391795,0.000020000000000000005,0.00204117,0.003920414209391795,0.001859244209391795,0.020000000000000004,0.0,0.20000000000000004,0.2,0.4
2024-10-30,WEAK_RISK_ON_MAJORS,0.6480239069346198,0.001373595317297558,0.0000792095627738479,0.0005491800000000007,0.001373595317297558,0.0007452057545237094,0.04960478138692394,0.029604781386923962,0.22960478138692397,0.22960478138692397,0.45920956277384795
2024-10-31,BALANCED,0.1947098817756051,0.0003181244895341304,0.00045920956277384795,0.0024715003075660574,0.0003181244895341304,-0.002612585380805775,0.22960478138692397,0.22960478138692397,0.0,0.0,0.0
2024-11-01,BALANCED,0.11398052511623977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,BALANCED,0.25684189010090763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03,BALANCED,0.20060689663162645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,BALANCED,0.19238102808488144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-05,BALANCED,0.1607260995873811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,WEAK_RISK_ON_MAJORS,1.3938030715160137,0.0,0.0007575212286064054,0.0,0.0,-0.0007575212286064054,0.37876061430320274,0.37876061430320274,0.37876061430320274,0.37876061430320274,0.7575212286064055
2024-11-07,WEAK_RISK_ON_MAJORS,0.6039544455328342,-0.005407232853360269,0.00033801853930392843,0.0011920732813964687,-0.005407232853360269,-0.006937324674060667,0.18004881410729257,0.15796972519663588,0.22079088910656686,0.22079088910656686,0.4415817782131337
2024-11-08,WEAK_RISK_ON_MAJORS,0.25808384244210936,-0.00211972361733112,0.00006158177821313367,0.0004761465919027666,-0.00211972361733112,-0.00265745198744702,0.04079088910656682,0.020790889106566846,0.20000000000000004,0.2,0.4
2024-11-09,WEAK_RISK_ON_MAJORS,0.9702322384567228,-0.002306069603083361,0.0002080928953826891,0.0012552300000000004,-0.002306069603083361,-0.0037693924984660504,0.11404644769134455,0.09404644769134457,0.2940464476913446,0.2940464476913446,0.5880928953826892
2024-11-10,WEAK_RISK_ON_MAJORS,0.3509649356509501,-0.013132121036305738,0.00022809289538268913,0.0005069213734974955,-0.013132121036305738,-0.013867135305185923,0.13404644769134455,0.09404644769134457,0.20000000000000004,0.2,0.4
2024-11-12,WEAK_RISK_ON_MAJORS,0.34680078297454897,-0.0003386810730330557,0.0,0.013130220000000005,-0.0003386810730330557,-0.01346890107303306,0.0,0.0,0.20000000000000004,0.2,0.4
2024-11-13,WEAK_RISK_ON_MAJORS,0.4515658388763129,0.007085821639290832,0.000020000000000000005,-0.004867560000000002,0.007085821639290832,0.011933381639290834,0.020000000000000004,0.0,0.20000000000000004,0.2,0.4
2024-11-14,BALANCED,-0.0701806885169756,0.007088610757675525,0.0004,-0.0016835700000000006,0.007088610757675525,0.008372180757675526,0.20000000000000004,0.2,0.0,0.0,0.0
2024-11-15,BALANCED,0.3735677900867987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-16,BALANCED,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-17,BALANCED,0.07306379710406632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-18,BALANCED,0.23099531002193993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-19,WEAK_RISK_ON_MAJORS,0.5290039884201706,0.0,0.0004116015953680683,0.0,0.0,-0.0004116015953680683,0.20580079768403414,0.20580079768403414,0.20580079768403414,0.20580079768403414,0.4116015953680683
2024-11-20,WEAK_RISK_ON_MAJORS,0.06295406251392646,0.00816076406614374,0.000031601595368068246,-0.00003966810375359911,0.00816076406614374,0.008168830574529272,0.025800797684034114,0.005800797684034131,0.20000000000000004,0.2,0.4
2024-11-21,WEAK_RISK_ON_MAJORS,0.39804791313661647,0.007050102551268688,0.0,0.0015709800000000005,0.007050102551268688,0.005479122551268687,0.0,0.0,0.20000000000000004,0.2,0.4
2024-11-22,WEAK_RISK_ON_MAJORS,0.482105949255927,-0.0006000380385955267,0.00004000000000000001,-0.001932900000000003,-0.0006000380385955267,0.0012928619614044762,0.04000000000000001,0.0,0.20000000000000004,0.2,0.4
2024-11-23,WEAK_RISK_ON_MAJORS,0.2132975207830236,-0.013463406906340266,0.000020000000000000005,-0.0011959500000000003,-0.013463406906340266,-0.012287456906340265,0.020000000000000004,0.0,0.20000000000000004,0.2,0.4
2024-11-24,BALANCED,-0.07496293377885266,-0.017543916431764617,0.0004,-0.0038119799999999995,-0.017543916431764617,-0.014131936431764618,0.20000000000000004,0.2,0.0,0.0,0.0
2024-11-25,BALANCED,-0.25935898472978863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-26,BALANCED,-0.1704445628186919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-27,BALANCED,-0.14196036555448646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-28,BALANCED,0.3810757378588955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-29,BALANCED,-0.1629519633290103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-30,BALANCED,-0.22581846688820878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,BALANCED,0.21825169573887898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02,WEAK_RISK_ON_ALTS,-0.6423448684219772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03,WEAK_RISK_ON_ALTS,-0.5866405083853414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-04,WEAK_RISK_ON_ALTS,-0.4261083224237303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-05,WEAK_RISK_ON_ALTS,-0.4790930794699921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-06,WEAK_RISK_ON_ALTS,-0.5596059395865634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07,BALANCED,-0.04993800462838982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08,BALANCED,-0.43487949865554265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,WEAK_RISK_ON_ALTS,-0.5144334999124829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-10,WEAK_RISK_ON_ALTS,-0.2222354373118903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-11,WEAK_RISK_ON_ALTS,-0.7365478075397254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,BALANCED,-0.027044302978097554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,BALANCED,-0.014886356012271215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-14,BALANCED,-0.05697267343665933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-15,WEAK_RISK_ON_ALTS,-0.5577525564581682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,WEAK_RISK_ON_ALTS,-0.2538281089368091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-17,WEAK_RISK_ON_ALTS,-0.4551592616564461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-18,WEAK_RISK_ON_ALTS,-0.5495170770161764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19,WEAK_RISK_ON_ALTS,-0.5535606733450961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20,WEAK_RISK_ON_ALTS,-0.4099186988955213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21,BALANCED,-0.061512870512063174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-22,BALANCED,-0.17734530679933563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,BALANCED,-0.3085417652532706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,BALANCED,-0.03485469634614674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-25,BALANCED,0.1596034682027443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-26,BALANCED,-0.2800822652475728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-27,BALANCED,-0.2808246934651235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-28,BALANCED,-0.13641661720099613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-29,BALANCED,0.1441636737289733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-30,BALANCED,-0.33713674978343705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-31,BALANCED,-0.24400422069820907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,BALANCED,-0.2998407078374881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02,BALANCED,-0.05014222468716204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03,BALANCED,0.03528669997891247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04,BALANCED,0.10621714623776017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05,BALANCED,-0.09099713610414177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,BALANCED,-0.393151705873229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07,BALANCED,-0.003908361602387393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-08,BALANCED,-0.2544168868105676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,BALANCED,-0.28175447314823604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,BALANCED,-0.4994536984963517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-11,BALANCED,0.09867114171579304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-12,BALANCED,-0.3167213297282543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,BALANCED,-0.20942407676352207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,BALANCED,0.031172819344884584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-16,BALANCED,0.061942005377860224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-17,BALANCED,-0.3174724317862064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-18,BALANCED,-0.06366086511501784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-19,BALANCED,-0.4834165484070979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,BALANCED,-0.44533070386745427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-21,BALANCED,-0.08470707590728227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-22,BALANCED,0.04784742806758027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-23,BALANCED,-0.0774085962867154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24,BALANCED,-0.04605239427068408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-25,BALANCED,0.04307689458603928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-26,BALANCED,0.3770638089477192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,BALANCED,0.021728584720167345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28,BALANCED,0.22290368654120268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29,BALANCED,0.17449179270533252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30,BALANCED,0.3947462317613536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31,BALANCED,0.2937691419864687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,BALANCED,0.2646479776634071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,BALANCED,0.07657044409088114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,BALANCED,0.1498335549893511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,WEAK_RISK_ON_MAJORS,0.6139074403962486,0.0,0.0004455629761584995,0.0,0.0,-0.0004455629761584995,0.22278148807924975,0.22278148807924972,0.22278148807924975,0.22278148807924972,0.4455629761584995
2025-02-05,WEAK_RISK_ON_MAJORS,0.4361898995135702,0.004408512762218338,0.00004556297615849941,-0.0003641808985631496,0.004408512762218338,0.004727130684622988,0.022781488079249707,0.022781488079249707,0.20000000000000004,0.2,0.4
2025-02-06,WEAK_RISK_ON_MAJORS,0.472654884250382,0.0006984671497012526,0.000020000000000000005,0.0014582100000000001,0.0006984671497012526,-0.0007797428502987476,0.020000000000000004,0.0,0.20000000000000004,0.2,0.4
2025-02-07,BALANCED,0.19167913432586614,0.004986095331560503,0.0004,0.00818988,0.004986095331560503,-0.003603784668439497,0.20000000000000004,0.2,0.0,0.0,0.0
2025-02-08,BALANCED,0.3817258040836725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-09,WEAK_RISK_ON_MAJORS,0.5398670736287613,0.0,0.00041594682945150454,0.0,0.0,-0.00041594682945150454,0.20797341472575226,0.20797341472575226,0.20797341472575226,0.20797341472575226,0.4159468294515045
2025-02-10,WEAK_RISK_ON_MAJORS,0.4611723571243995,0.0009529558585708412,0.00001594682945150447,0.001735777315313337,0.0009529558585708412,-0.0007987682861940004,0.00797341472575222,0.007973414725752248,0.20000000000000004,0.2,0.4
2025-02-11,WEAK_RISK_ON_MAJORS,0.577810729709367,-0.0018923114357268357,0.000051124291883746774,0.0008314200000000007,-0.0018923114357268357,-0.0027748557276105834,0.03556214594187339,0.015562145941873384,0.21556214594187342,0.2155621459418734,0.4311242918837468
